Suburb,Rooms,Type,Price,Distance,Bathroom,Car,Region,Log_Price
4,3,0,2100000.0,3.3,1.0,1.0,5,14.557448378884015
4,3,0,2000000.0,3.3,1.0,1.0,5,14.508658238524095
4,1,2,442500.0,3.3,1.0,0.0,5,13.000198003314573
4,4,0,4735000.0,3.3,2.0,1.0,5,15.370492495795535
4,2,0,1340000.0,3.3,1.0,0.0,5,14.108180918195472
4,3,0,1801000.0,3.3,1.0,1.0,5,14.403853179405024
4,3,0,1532000.0,3.3,3.0,1.0,5,14.242085282023975
4,3,0,3755000.0,3.3,2.0,2.0,5,15.13859910949192
4,4,0,2140000.0,3.3,2.0,1.0,5,14.576316854287645
4,2,0,1750000.0,3.3,1.0,1.0,5,14.375126917328105
4,2,0,980000.0,3.3,1.0,0.0,5,13.795308871054397
4,3,0,2030000.0,3.3,2.0,0.0,5,14.523546843628687
4,3,0,1740000.0,3.3,2.0,2.0,5,14.36939624590319
4,3,0,2800000.0,3.3,3.0,1.0,5,14.845130332288226
4,1,0,985000.0,3.3,1.0,0.0,5,13.800397935382136
6,4,0,2000000.0,6.4,2.0,4.0,2,14.508658238524095
6,3,0,1110000.0,6.4,2.0,2.0,2,13.919871474189012
6,3,0,1492000.0,6.4,2.0,2.0,2,14.215628729986905
6,4,0,1717500.0,6.4,2.0,1.0,2,14.356380885320101
6,5,0,2840000.0,6.4,4.0,4.0,2,14.859314962250004
6,2,2,525500.0,6.4,1.0,1.0,2,13.172107372246904
6,2,1,805000.0,6.4,2.0,3.0,2,13.598598798635953
6,2,2,465000.0,6.4,1.0,1.0,2,13.049794835104816
6,3,0,2000000.0,6.4,3.0,2.0,2,14.508658238524095
6,3,0,1540000.0,6.4,1.0,2.0,2,14.24729362374025
6,2,2,820000.0,6.4,1.0,1.0,2,13.617060838751888
6,4,0,1830000.0,6.4,2.0,2.0,2,14.419827071265543
6,4,0,2100000.0,6.4,2.0,2.0,2,14.557448378884015
6,3,0,865000.0,6.4,1.0,1.0,2,13.670485941982712
6,2,2,390000.0,6.4,1.0,1.0,2,12.873904582205107
6,2,1,650000.0,6.4,1.0,0.0,2,13.384729180332174
6,2,2,512000.0,6.4,1.0,1.0,2,13.146081857144738
6,3,0,1165000.0,6.4,1.0,2.0,2,13.968232503350668
6,4,0,1900000.0,6.4,2.0,2.0,2,14.45736497045232
6,3,0,1485000.0,6.4,0.0,0.0,2,14.210926003619385
6,4,0,1950000.0,6.4,2.0,3.0,2,14.48334044336031
7,3,0,520000.0,13.8,2.0,1.0,6,13.161586013632684
7,5,0,1525000.0,13.8,3.0,3.0,6,14.23750562376114
7,2,1,720000.0,13.8,1.0,2.0,6,13.487007879880162
7,3,0,1120000.0,13.8,1.0,2.0,6,13.928840136128022
7,4,0,780000.0,13.8,1.0,4.0,6,13.567050480716235
7,4,0,1780000.0,13.8,3.0,6.0,6,14.392124484065864
7,3,2,630000.0,13.8,1.0,2.0,6,13.353476685668044
7,2,2,406000.0,13.8,1.0,1.0,6,12.914110901635024
7,3,0,660000.0,13.8,1.0,1.0,6,13.399996629152975
7,3,0,683500.0,13.8,1.0,1.0,6,13.434983398202862
7,2,2,580000.0,13.8,1.0,1.0,6,13.270785106659046
7,3,0,1335000.0,13.8,1.0,4.0,6,14.104442598879876
7,3,1,800000.0,13.8,2.0,2.0,6,13.592368256649284
7,2,2,510000.0,13.8,1.0,1.0,6,13.1421679654829
7,4,0,1070000.0,13.8,2.0,2.0,6,13.883170141017091
7,2,2,425000.0,13.8,1.0,2.0,6,12.959846800844963
7,3,2,605000.0,13.8,2.0,2.0,6,13.312985389904174
7,3,1,705000.0,13.8,2.0,2.0,6,13.465954500233115
7,2,2,391000.0,13.8,1.0,1.0,6,12.876465396508989
7,2,2,440000.0,13.8,1.0,1.0,6,12.994532278619134
7,4,0,845000.0,13.8,1.0,2.0,6,13.647093089770562
7,3,1,743000.0,13.8,2.0,2.0,6,13.51845266959401
7,3,2,730000.0,13.8,2.0,1.0,6,13.500801182986649
7,3,0,635000.0,13.8,1.0,4.0,6,13.361381852676738
7,2,2,620000.0,13.8,1.0,1.0,6,13.3374763699232
7,2,2,447000.0,13.8,1.0,1.0,6,13.010316110729669
7,3,2,730000.0,13.8,2.0,1.0,6,13.500801182986649
7,3,0,678000.0,13.8,1.0,2.0,6,13.426904041847699
7,2,2,580000.0,13.8,2.0,1.0,6,13.270785106659046
7,3,0,712000.0,13.8,1.0,2.0,6,13.475834594887509
7,3,0,840000.0,13.8,2.0,2.0,6,13.641158361294979
7,3,0,980000.0,13.8,1.0,2.0,6,13.795308871054397
7,3,1,605100.0,13.8,2.0,0.0,6,13.313150665228449
7,3,0,880000.0,13.8,3.0,1.0,6,13.68767832281738
7,3,2,577000.0,13.8,2.0,1.0,6,13.265599278590988
7,4,0,1030000.0,13.8,1.0,0.0,6,13.845070331079134
7,3,2,605000.0,13.8,1.0,2.0,6,13.312985389904174
7,3,0,753000.0,13.8,2.0,2.0,6,13.531821834802397
7,2,0,857000.0,13.8,2.0,1.0,6,13.66119436444038
7,3,0,1500000.0,13.8,1.0,1.0,6,14.220976332738882
7,3,2,730000.0,13.8,2.0,1.0,6,13.500801182986649
7,3,0,900000.0,13.8,1.0,4.0,6,13.710151153416941
7,3,0,740000.0,13.8,1.0,2.0,6,13.51440681653079
7,4,0,931000.0,13.8,2.0,3.0,6,13.744015630372484
7,2,0,535600.0,13.8,1.0,1.0,6,13.191144759862386
9,5,0,1085000.0,11.1,3.0,6.0,6,13.897091466615258
9,3,0,781000.0,11.1,1.0,2.0,6,13.568331709230735
9,3,0,750000.0,11.1,1.0,3.0,6,13.527829818844937
9,2,1,421000.0,11.1,1.0,1.0,6,12.95039048795861
9,3,0,1405000.0,11.1,1.0,3.0,6,14.155548572493503
9,3,0,683000.0,11.1,1.0,2.0,6,13.434251602680698
9,3,0,623000.0,11.1,1.0,3.0,6,13.342303402904738
9,3,0,720000.0,11.1,2.0,1.0,6,13.487007879880162
9,3,0,588000.0,11.1,1.0,1.0,6,13.28448392755959
9,3,0,710000.0,11.1,1.0,3.0,6,13.47302165746721
9,4,0,875000.0,11.1,1.0,4.0,6,13.681980308196241
9,3,0,700000.0,11.1,1.0,3.0,6,13.45883704259595
9,2,1,640000.0,11.1,1.0,1.0,6,13.369225017834633
9,4,0,650000.0,11.1,1.0,4.0,6,13.384729180332174
9,3,0,675000.0,11.1,2.0,2.0,6,13.42246945133505
9,3,0,708000.0,11.1,1.0,2.0,6,13.470200785104238
9,4,0,965000.0,11.1,1.0,4.0,6,13.779884416590017
9,3,0,680000.0,11.1,1.0,3.0,6,13.429849547739444
9,3,0,770000.0,11.1,1.0,3.0,6,13.554147092530322
9,3,0,923000.0,11.1,1.0,2.0,6,13.73538559690802
9,4,0,693000.0,11.1,2.0,4.0,6,13.448786721172443
9,3,0,620000.0,11.1,2.0,2.0,6,13.3374763699232
9,3,0,728500.0,11.1,1.0,1.0,6,13.498744277300052
9,3,0,931000.0,11.1,2.0,1.0,6,13.744015630372484
9,3,0,988000.0,11.1,1.0,4.0,6,13.803438988875241
9,3,0,590000.0,11.1,1.0,2.0,6,13.28787951079572
9,2,0,610000.0,11.1,1.0,2.0,6,13.321215875492413
9,3,0,815000.0,11.1,2.0,3.0,6,13.610944619216111
9,4,0,970000.0,11.1,1.0,2.0,6,13.785052381406869
9,4,0,760000.0,11.1,1.0,3.0,6,13.541075028051122
9,4,1,847500.0,11.1,3.0,1.0,6,13.65004729817705
9,4,0,1200000.0,11.1,1.0,4.0,6,13.997832948091215
9,3,0,700000.0,11.1,1.0,1.0,6,13.45883704259595
9,3,0,625000.0,11.1,1.0,1.0,6,13.345508528717259
9,2,2,292000.0,11.1,1.0,1.0,6,12.584512505902088
11,2,2,599000.0,6.3,1.0,1.0,5,13.303018546545275
11,2,2,550000.0,6.3,1.0,0.0,5,13.217675375388819
11,3,2,995000.0,6.3,2.0,2.0,5,13.81049902116535
11,3,1,1205000.0,6.3,2.0,2.0,5,14.001990954782066
11,3,0,1939000.0,6.3,2.0,2.0,5,14.477683449954414
11,1,2,421500.0,6.3,1.0,0.0,5,12.951577428900473
11,3,0,1870000.0,6.3,1.0,1.0,5,14.441449523589984
11,2,2,678000.0,6.3,1.0,2.0,5,13.426904041847699
11,3,1,1918000.0,6.3,2.0,2.0,5,14.466794055801818
11,2,2,660000.0,6.3,1.0,1.0,5,13.399996629152975
11,3,0,2050000.0,6.3,2.0,1.0,5,14.53335083891935
11,2,2,700000.0,6.3,1.0,2.0,5,13.45883704259595
11,2,2,3625000.0,6.3,2.0,2.0,5,15.103365122132944
11,4,0,3000000.0,6.3,2.0,2.0,5,14.914123179965662
11,5,0,1525000.0,6.3,2.0,2.0,5,14.23750562376114
11,3,2,735000.0,6.3,2.0,1.0,5,13.507627138738266
11,2,2,825000.0,6.3,1.0,1.0,5,13.623139877437296
11,3,1,1586000.0,6.3,2.0,2.0,5,14.276726311693755
11,2,2,645000.0,6.3,1.0,1.0,5,13.377007146164305
11,1,0,1435000.0,6.3,2.0,1.0,5,14.176676104039727
11,1,2,280000.0,6.3,1.0,1.0,5,12.54254845357358
11,1,2,400000.0,6.3,1.0,1.0,5,12.899222326086994
11,2,0,1780000.0,6.3,2.0,2.0,5,14.392124484065864
11,2,2,592500.0,6.3,1.0,1.0,5,13.292107839753712
11,2,0,1210000.0,6.3,1.0,0.0,5,14.006131744018864
11,4,0,2801000.0,6.3,2.0,2.0,5,14.845487411257533
11,1,2,390000.0,6.3,1.0,0.0,5,12.873904582205107
11,3,0,1800000.0,6.3,2.0,2.0,5,14.403297778421795
11,4,0,2200000.0,6.3,1.0,2.0,5,14.603968372873895
11,1,2,324000.0,6.3,1.0,1.0,5,12.688501881189456
11,6,0,5525000.0,6.3,3.0,4.0,5,15.52479398636355
11,2,0,1125000.0,6.3,1.0,2.0,5,13.933294482509151
11,3,0,2250000.0,6.3,3.0,1.0,5,14.626441218624949
11,3,0,2360000.0,6.3,2.0,0.0,5,14.674172600730516
11,2,0,1900000.0,6.3,2.0,0.0,5,14.45736497045232
11,1,2,440000.0,6.3,1.0,1.0,5,12.994532278619134
11,2,2,490000.0,6.3,1.0,1.0,5,13.102162710901053
11,3,0,2365000.0,6.3,2.0,1.0,5,14.676289002741061
11,3,0,1300000.0,6.3,1.0,2.0,5,14.077875591662238
11,3,2,732000.0,6.3,2.0,2.0,5,13.503537159062734
11,2,2,704000.0,6.3,1.0,1.0,5,13.464535055593716
11,2,2,620000.0,6.3,1.0,1.0,5,13.3374763699232
11,3,0,1900000.0,6.3,1.0,2.0,5,14.45736497045232
11,1,2,315000.0,6.3,1.0,1.0,5,12.660331092405906
11,1,2,450000.0,6.3,1.0,1.0,5,13.017005083966255
11,2,2,710000.0,6.3,1.0,1.0,5,13.47302165746721
11,2,2,872000.0,6.3,1.0,1.0,5,13.67854584967945
11,2,2,598000.0,6.3,1.0,1.0,5,13.301347705172173
11,3,0,1285000.0,6.3,1.0,2.0,5,14.06627005452127
11,4,0,3660000.0,6.3,3.0,2.0,5,15.112973978601556
11,2,2,520000.0,6.3,1.0,1.0,5,13.161586013632684
11,4,0,3625000.0,6.3,1.0,2.0,5,15.103365122132944
11,4,0,4200000.0,6.3,3.0,3.0,5,15.250595321348806
11,3,1,1101000.0,6.3,1.0,2.0,5,13.911730323969618
11,3,0,3512500.0,6.3,2.0,2.0,5,15.071838877321607
11,4,0,2000000.0,6.3,3.0,4.0,5,14.508658238524095
11,3,2,869000.0,6.3,1.0,1.0,5,13.675099554994853
11,5,0,2810000.0,6.3,2.0,2.0,5,14.848695397181752
11,2,2,565000.0,6.3,1.0,1.0,5,13.244582780038517
11,1,2,567000.0,6.3,1.0,1.0,5,13.248116346376765
11,2,2,546000.0,6.3,0.0,0.0,5,13.210376086227196
11,2,2,471500.0,6.3,1.0,1.0,5,13.063676501944174
12,2,2,455000.0,5.9,1.0,2.0,6,13.02805489573287
12,3,0,940000.0,5.9,1.0,2.0,6,13.753636218075409
12,2,2,467000.0,5.9,1.0,1.0,6,13.054086677976365
12,3,0,1380000.0,5.9,2.0,2.0,6,14.137594781770806
12,2,2,490000.0,5.9,1.0,1.0,6,13.102162710901053
12,4,0,1850000.0,5.9,3.0,1.0,6,14.430696737594902
12,3,0,1284000.0,5.9,1.0,2.0,6,14.06549154204794
12,3,0,971000.0,5.9,2.0,2.0,6,13.786082777139049
12,2,0,710000.0,5.9,1.0,1.0,6,13.47302165746721
12,6,0,2425000.0,5.9,3.0,2.0,6,14.70134249472477
12,2,0,750000.0,5.9,1.0,1.0,6,13.527829818844937
12,2,0,1053000.0,5.9,1.0,1.0,6,13.867154740783278
12,3,0,1377000.0,5.9,1.0,1.0,6,14.13541850392694
12,3,0,970000.0,5.9,1.0,2.0,6,13.785052381406869
12,2,0,940000.0,5.9,1.0,1.0,6,13.753636218075409
12,2,0,751000.0,5.9,1.0,1.0,6,13.529162262303307
12,2,0,950000.0,5.9,1.0,1.0,6,13.76421831620775
12,2,2,685000.0,5.9,1.0,2.0,6,13.437175577097312
12,3,0,1230000.0,5.9,1.0,2.0,6,14.0225255403564
12,2,0,636500.0,5.9,1.0,1.0,6,13.363741268070273
12,3,0,910000.0,5.9,1.0,0.0,6,13.721200977393528
12,2,0,770000.0,5.9,1.0,1.0,6,13.554147092530322
12,3,0,960000.0,5.9,2.0,2.0,6,13.774689605110144
12,4,0,890000.0,5.9,1.0,1.0,6,13.698977865303197
12,2,0,965000.0,5.9,1.0,1.0,6,13.779884416590017
12,3,0,1440000.0,5.9,1.0,1.0,6,14.180154365996387
12,2,0,955000.0,5.9,1.0,0.0,6,13.769467666582738
12,2,2,450000.0,5.9,1.0,1.0,6,13.017005083966255
12,3,0,801000.0,5.9,1.0,2.0,6,13.593617474489168
12,3,0,1000000.0,5.9,2.0,2.0,6,13.815511557963774
12,3,0,1435000.0,5.9,2.0,2.0,6,14.176676104039727
12,1,2,390000.0,5.9,1.0,1.0,6,12.873904582205107
12,3,0,1425000.0,5.9,2.0,2.0,6,14.169683073439028
12,4,0,1340000.0,5.9,2.0,2.0,6,14.108180918195472
12,3,0,955000.0,5.9,1.0,1.0,6,13.769467666582738
12,4,0,1100000.0,5.9,2.0,5.0,6,13.910821646859095
12,3,0,1255000.0,5.9,2.0,2.0,6,14.042646927360453
12,2,2,432000.0,5.9,1.0,1.0,6,12.976183182038383
12,4,0,1640000.0,5.9,3.0,2.0,6,14.310207409556293
12,6,0,1430000.0,5.9,2.0,1.0,6,14.173185701536545
12,2,2,610000.0,5.9,1.0,1.0,6,13.321215875492413
12,3,0,940000.0,5.9,3.0,1.0,6,13.753636218075409
12,3,0,890000.0,5.9,1.0,1.0,6,13.698977865303197
12,3,0,1180000.0,5.9,2.0,2.0,6,13.981025843899115
12,4,0,1480000.0,5.9,2.0,2.0,6,14.207553321415745
12,2,0,1150000.0,5.9,1.0,1.0,6,13.955273369904273
12,3,0,1350000.0,5.9,1.0,3.0,6,14.115615891155079
12,5,0,1905000.0,5.9,2.0,2.0,6,14.459993091477184
12,2,1,865000.0,5.9,2.0,1.0,6,13.670485941982712
12,2,1,705000.0,5.9,2.0,1.0,6,13.465954500233115
12,2,2,442000.0,5.9,1.0,1.0,6,12.999067423500716
12,2,2,540000.0,5.9,2.0,1.0,6,13.199326270390594
12,3,0,1037500.0,5.9,1.0,2.0,6,13.852325494941947
12,3,1,1050000.0,5.9,2.0,2.0,6,13.864301674514206
12,2,2,440000.0,5.9,1.0,1.0,6,12.994532278619134
12,2,0,1010000.0,5.9,1.0,1.0,6,13.825461878915961
12,4,0,1430000.0,5.9,2.0,0.0,6,14.173185701536545
12,2,2,570000.0,5.9,1.0,1.0,6,13.25339339419516
12,2,2,690000.0,5.9,1.0,1.0,6,13.444448325847754
12,3,0,1291000.0,5.9,1.0,2.0,6,14.070928444421819
12,3,0,1130000.0,5.9,2.0,1.0,6,13.937729075643883
12,3,0,1135000.0,5.9,1.0,1.0,6,13.942144089954521
12,4,0,950000.0,5.9,2.0,1.0,6,13.76421831620775
12,3,2,790000.0,5.9,2.0,1.0,6,13.579789490265188
12,2,2,390000.0,5.9,1.0,1.0,6,12.873904582205107
12,4,0,1345000.0,5.9,1.0,1.0,6,14.111905314512224
12,3,0,1381500.0,5.9,2.0,2.0,6,14.138681147196232
12,3,0,940000.0,5.9,2.0,2.0,6,13.753636218075409
12,3,0,995000.0,5.9,2.0,1.0,6,13.81049902116535
12,3,0,1050000.0,5.9,1.0,3.0,6,13.864301674514206
12,3,0,786000.0,5.9,2.0,1.0,6,13.574713343675166
12,2,0,705000.0,5.9,1.0,3.0,6,13.465954500233115
12,2,0,760000.0,5.9,1.0,1.0,6,13.541075028051122
12,3,2,487500.0,5.9,1.0,3.0,6,13.097047620699986
12,3,1,1000000.0,5.9,2.0,2.0,6,13.815511557963774
12,4,0,1110000.0,5.9,2.0,1.0,6,13.919871474189012
12,4,0,1300000.0,5.9,1.0,4.0,6,14.077875591662238
12,3,0,1060000.0,5.9,1.0,1.0,6,13.87378040948403
12,3,0,1410000.0,5.9,2.0,2.0,6,14.159100971573958
12,3,0,1305000.0,5.9,1.0,1.0,6,14.081714365022162
12,3,0,932500.0,5.9,2.0,1.0,6,13.745625502885591
12,3,0,965000.0,5.9,1.0,0.0,6,13.779884416590017
12,3,0,1215000.0,5.9,1.0,1.0,6,14.010255457801716
12,2,2,545000.0,5.9,1.0,2.0,6,13.208542908506082
12,4,0,1705000.0,5.9,2.0,4.0,6,14.349076255209846
12,3,0,970000.0,5.9,1.0,1.0,6,13.785052381406869
12,2,0,925000.0,5.9,1.0,1.0,6,13.73755009757506
13,4,0,2650000.0,11.0,3.0,2.0,5,14.790070575320824
13,3,0,1670000.0,11.0,2.0,2.0,5,14.328334783195153
13,3,1,955000.0,11.0,2.0,2.0,5,13.769467666582738
13,3,1,2050000.0,11.0,3.0,4.0,5,14.53335083891935
13,2,2,500000.0,11.0,1.0,1.0,5,13.122365377402328
13,2,0,1575000.0,11.0,1.0,2.0,5,14.269766465162304
13,3,0,1555000.0,11.0,2.0,2.0,5,14.256986746682081
13,3,0,1100000.0,11.0,3.0,2.0,5,13.910821646859095
13,3,0,1337000.0,11.0,1.0,2.0,5,14.105939604026958
13,8,0,2950000.0,11.0,7.0,4.0,5,14.897316067298997
13,4,0,2215000.0,11.0,2.0,1.0,5,14.61076341292854
13,3,0,1518000.0,11.0,2.0,2.0,5,14.232904895699024
13,3,0,1710000.0,11.0,1.0,2.0,5,14.352004513273993
13,3,0,1655000.0,11.0,1.0,3.0,5,14.319312171022725
13,4,0,1550000.0,11.0,2.0,2.0,5,14.253766134056512
13,3,0,1662000.0,11.0,2.0,2.0,5,14.323532856082068
13,3,0,1665000.0,11.0,2.0,3.0,5,14.325336281997101
13,2,0,1445000.0,11.0,1.0,2.0,5,14.183620571569953
13,5,0,3510000.0,11.0,5.0,2.0,5,15.071126880342293
13,3,1,968000.0,11.0,1.0,1.0,5,13.782988399316032
13,3,1,900000.0,11.0,2.0,2.0,5,13.710151153416941
13,3,0,1500000.0,11.0,1.0,2.0,5,14.220976332738882
13,5,0,2752000.0,11.0,4.0,2.0,5,14.827838841407399
13,3,0,1500000.0,11.0,2.0,2.0,5,14.220976332738882
13,4,0,1800000.0,11.0,2.0,4.0,5,14.403297778421795
13,3,0,1830000.0,11.0,2.0,3.0,5,14.419827071265543
13,3,0,1415000.0,11.0,1.0,1.0,5,14.162640795773006
13,2,0,1440000.0,11.0,1.0,1.0,5,14.180154365996387
13,4,1,1250000.0,11.0,2.0,2.0,5,14.038654909278163
13,3,0,1422000.0,11.0,1.0,2.0,5,14.167575592579956
13,5,0,1600000.0,11.0,3.0,4.0,5,14.285514812209815
13,4,0,1860000.0,11.0,2.0,3.0,5,14.436087583323648
13,3,1,1710000.0,11.0,2.0,2.0,5,14.352004513273993
13,4,0,1790000.0,11.0,2.0,2.0,5,14.397726736475999
13,4,0,1950000.0,11.0,2.0,2.0,5,14.48334044336031
13,3,0,1600000.0,11.0,1.0,2.0,5,14.285514812209815
13,3,0,1320000.0,11.0,1.0,2.0,5,14.093143052138025
13,3,0,1650000.0,11.0,1.0,1.0,5,14.316286451937186
14,2,0,995000.0,12.2,1.0,1.0,5,13.81049902116535
14,3,0,1250000.0,12.2,1.0,1.0,5,14.038654909278163
14,3,2,1045000.0,12.2,2.0,2.0,5,13.85952840031839
14,4,0,1200000.0,12.2,3.0,2.0,5,13.997832948091215
14,2,0,1075000.0,12.2,1.0,2.0,5,13.887832149776026
14,4,0,1500000.0,12.2,2.0,2.0,5,14.220976332738882
14,3,0,1120000.0,12.2,1.0,2.0,5,13.928840136128022
